agent_id,agency_name,municipality_id,municipality_fullName,membership,membership_current,quota,quota_current,price,trial,accountManager,secondaryAccountManager,entrustments,search_requests,agent_developer,properties,different_level4_areas_of_properties,has_alerts,searches_without_alert,searches_with_alert,specialty_5,specialty_10,specialty_30,value_12m,membership_12m,lvl2_areas_receive_entrustments
5811,ΦΙΛΟΚΤΗΜΑΤΙΚΗ,499115,Center of Thessaloniki (Thessaloniki - Municipality),Brand Quota,Brand,30,30,330.0,no,Sofi Tosouni,Giorgos Koutsobinas,1856,380,agent,26,8,0,0,0,1,1,0,649,323,4
5812,Ζάμπας Τεχνική ΟΕ,3310,Arachova (Boeotia),Developer Quota,Brand,2,0,160.0,no,Vassiliki Stamouli,Ioanna Sampani,55,1,developer,2,1,0,0,0,0,0,0,106,106,1
5827,ΤΖΑΜΤΖΗΣ ΜΕΣΙΤΙΚΟ ΓΡΑΦΕΙΟ,3790,Volos (Magnesia),Expert Quota,Expert,550,550,2351.0,no,Sofi Tosouni,Stellina Sakkali,145,583,agent,524,22,1,0,3,15,7,2,6234,2018,1
5828,CITYSCAPE,2111,Marousi (Athens - North),Expert Quota,Expert,70,70,1122.5,no,Nikos Michail,Marios Dounias,691,612,agent,41,8,1,0,6,2,1,1,545,509,3
5830,Kappa Real Estate,499115,Center of Thessaloniki (Thessaloniki - Municipality),Brand Plus Quota,Brand Plus,80,80,880.65,no,Sofi Tosouni,Thodoris Mistiloglou,1510,1856,agent,36,8,0,0,0,3,1,0,1158,780,3
5833,Home Agency,2907,Kalamaria (Thessaloniki - Suburbs),Brand Quota,Brand,150,150,629.03,no,Marilena Gkikopoulou,Thodoris Mistiloglou,401,578,agent,82,26,0,0,0,5,1,0,797,649,2
5838,ΡΟΥΛΑ ΡΟΥΒΑ,124274,Corfu (Corfu Prefecture),Brand Quota,Brand,50,50,448.99,no,Marilena Gkikopoulou,Konstantinos Koutsoupas,56,96,agent,48,2,0,0,0,2,1,1,436,436,1
5847,ΤΕΡΠΟΣ ΚΑΤΑΣΚΕΥΑΣΤΙΚΗ ΙΚΕ REAL ESTATE,3861,Easts Olimpos (Pieria Prefecture),Expert Quota,Expert,120,120,1176.0,no,Christos Koulikis,Ioanna Sampani,151,165,agent,120,5,1,0,3,2,2,1,2626,1045,1
5848,OPSIS DEVELOPMENT,3010,Echedoros (Thessaloniki - Suburbs),Developer Quota,Brand,1,0,50.0,no,Stathis Koutmeridis,Marios Dounias,29,19,developer,1,1,0,0,0,0,0,0,47,47,1
5850,BOUGLA REAL ESTATE AND MORE,3961,Trikala (Trikala Prefecture),Brand Quota,Brand,30,30,330.0,no,Stathis Koutmeridis,Ioanna Katsou,57,53,agent,25,13,0,0,0,1,1,0,300,300,1
5851,ΚΤΗΜΑΤΕΜΠΟΡΙΚΗ,3645,Ptolemaida (Kozani Prefecture),Brand Quota,Brand,80,160,504.0,no,Marilena Gkikopoulou,Anastasia Kyprioti,633,130,agent,88,7,0,0,0,1,1,1,2132,494,3
5858,ALPHA LAND DEVELOPERS,6009,Kolonaki - Lykavittos (Athens - Center),Developer Quota,Brand,1,0,110.0,no,Maria Retsina,Stellina Sakkali,0,54,developer,1,1,0,0,0,0,0,0,29,29,0
5872,Τσιντσιώνη Αικατερίνη,499115,Center of Thessaloniki (Thessaloniki - Municipality),Brand Plus Quota,Brand Plus,150,150,1067.83,no,Manos Daskalakis,Konstantinos Koutsoupas,1106,1166,agent,105,24,0,0,0,4,2,1,1025,711,2
5878,ΟΙΚΟΝΟΜΟΥ ΑΝΝΑ,2303,Ano Liosia (Rest of Attica),Expert Quota,Expert,200,200,1395.04,no,Sofi Tosouni,Vassia Roga,1638,1129,agent,115,17,1,0,2,2,1,1,1350,1248,4
5881,Μεσιτικό Γραφείο Λαχανάς,2316,Chaidari (Athens - West),Expert Quota,Expert,500,500,2247.5,no,Vassiliki Stamouli,Filitsa Skoura,3447,7426,agent,370,88,1,0,16,19,7,2,2101,2101,8
5885,ΣΤΕΓΑΣΤΙΚΗ ΠΑΛΛΗΝΗΣ,2409,Pallini (Athens - East),Brand Quota,Brand,60,60,473.39,no,Stathis Koutmeridis,Konstantinos Koutsoupas,138,101,agent,60,10,0,0,0,6,2,0,541,398,3
5891,ΜΥΚΟΝΟΣ Real Estate,3681,Mykonos (Cyclades),Expert,Expert,400,400,1200.67,no,Eirini Tsigonia,Vassia Roga,62,64,agent,48,1,0,0,0,1,1,1,2331,1172,1
5897,Bee Iolkos,3790,Volos (Magnesia),Expert Quota,Expert,500,500,2011.77,no,Stathis Koutmeridis,Ioanna Katsou,179,582,agent,462,36,0,0,0,19,14,4,2787,1839,2
5905,Ακίνητα Νέας Μάκρης I.K.E,2407,Nea Makri (Athens - East),Brand Plus Quota,Brand Plus,100,100,875.29,no,Eirini Tsigonia,Ioanna Sampani,389,1171,agent,88,17,0,0,0,3,2,1,1106,798,3
5909,ΕΥΡΩΜΕΣΙΤΙΚΙΗΜΑΘΙΑΣ,3462,Veroia (Imathia),Expert Quota,Expert,30,30,700.0,no,Manos Daskalakis,Thodoris Mistiloglou,494,138,agent,30,4,1,0,8,1,1,0,840,689,4
5911,&quot; Ερμείδης &quot;,499115,Center of Thessaloniki (Thessaloniki - Municipality),Brand Quota,Brand,30,30,329.84,no,Eirini Tsigonia,Marios Dounias,43,281,agent,19,6,0,0,0,1,1,0,333,330,1
5918,ΛΕΠΤΟΣ ΕΛΛΑΣ,6002,Ampelokipoi - Pentagon (Athens),Developer Quota,Brand,9,0,1139.52,no,Sofi Tosouni,Ioanna Sampani,0,121,developer,9,4,0,0,0,0,0,0,1124,1124,0
5922,ΣΥΝΑΛΛΑΓΕΣ ΑΚΙΝΗΤΩΝ,2907,Kalamaria (Thessaloniki - Suburbs),Brand Quota,Brand,30,30,330.0,no,Marilena Gkikopoulou,Konstantinos Koutsoupas,1143,222,agent,4,4,0,0,0,0,0,0,330,330,3
5934,Cyfield,2115,Neo Psychiko (Athens - North),Developer Quota,Brand,50,0,680.0,no,Maria Retsina,Ioanna Katsou,74,1600,developer,9,4,0,0,0,0,0,0,1506,680,3
5945,Win! - Win!  REAL ESTATE,499119,40 Ekklisies - Evaggelistria (Thessaloniki - Municipality),Brand Quota,Brand,30,100,330.0,no,Manos Daskalakis,Thodoris Mistiloglou,3398,474,agent,30,14,0,0,0,1,0,0,329,329,12
5947,κτηματαγορά Φραγκιουδάκης,2200,Agios Dimitrios (Athens - South),Brand Quota,Brand,30,30,330.0,no,Eirini Tsigonia,Giorgos Koutsobinas,1,82,agent,12,8,0,0,0,0,0,0,402,111,0
5952,ΙΑΤΡΟΣ-ΜΕΣΙΤΙΚΗ,3301,Patra (Achaia),Expert Quota,Expert,180,180,1495.0,no,Nikos Kapiniaris,Anastasia Kyprioti,764,1355,agent,145,16,1,0,0,4,3,1,3436,1449,4
5956,Νew Entry,2907,Kalamaria (Thessaloniki - Suburbs),Brand,Brand,30,30,330.19,no,Nikos Michail,Konstantinos Koutsoupas,679,389,agent,29,18,0,0,0,2,0,0,469,327,4
5957,ELXIS,418,Netherlands (Europe),Brand Plus Quota,Brand Plus,70,70,845.0,no,Alexandros Zanias,Seirina Gkikodima,1198,828,agent,57,34,0,0,0,1,0,0,2224,785,11
5960,TnD,6011,Koukaki - Makrygianni (Athens - Center),Expert Quota,Expert,250,250,1835.02,no,Christos Koulikis,Stellina Sakkali,11309,3720,agent,43,27,0,0,0,0,0,0,1949,1694,67
5965,Οστρια Τεχνική Κατασκευαστική ΟΕ,2907,Kalamaria (Thessaloniki - Suburbs),Developer Quota,Brand,1,0,110.0,no,Marilena Gkikopoulou,Giorgos Koutsobinas,173,15,developer,1,1,0,0,0,0,0,0,110,110,4
5968,ΜΕΣΙΤΙΚΟ-ΚΑΤΑΣΚΕΥΑΣΤΙΚΗ ΛΙΟΛΙΔΗΣ,2823,Charilaou (Thessaloniki - Municipality),Expert Quota,Expert,600,600,2702.5,no,Marilena Gkikopoulou,Anastasia Kyprioti,1874,4283,agent,561,57,1,0,9,21,15,7,7968,2638,4
5971,thelokatoikia,2907,Kalamaria (Thessaloniki - Suburbs),Expert Quota,Expert,30,30,759.0,no,Foteini Koutsogianni,Giorgos Koutsobinas,1870,2344,agent,14,10,1,0,12,0,0,0,1256,728,4
5972,ΣΑΝΤΟΡΙΝΑΙΟΣ Α. ΚΑΤΑΣΚΕΥΑΣΤΙΚΗ ΕΕ,2112,Melissia (Athens - North),Developer Quota,Brand,1,0,160.0,no,Konstantinos Koutsoupas,Konstantinos Koutsoupas,0,51,developer,1,1,0,0,0,0,0,0,29,29,0
5973,N C Y Properties( Α.Μ .1097),330012,Strovolos (Nicosia),Brand Plus Quota,Brand Plus,100,100,950.0,no,Maria Retsina,Vassia Roga,299,1333,agent,73,25,0,0,0,6,1,0,2069,1267,5
5974,ALPHACITY,2905,Thermaikos (Thessaloniki - Suburbs),Brand Plus Quota,Brand Plus,70,70,772.48,no,Christos Koulikis,Stellina Sakkali,711,921,agent,69,5,0,0,0,2,2,1,1735,762,1
5977,Horizon Homes,499115,Center of Thessaloniki (Thessaloniki - Municipality),Brand Quota,Brand,30,30,330.0,no,Marilena Gkikopoulou,Konstantinos Koutsoupas,1556,348,agent,29,18,0,0,0,1,0,0,390,330,4
5995,ΤΣΙΛΙΜΙΔΟΣ Α.Ε.,3416,Chalkida (Evia),Developer Quota,Brand,3,0,150.0,no,Alexandros Zanias,Marios Dounias,0,67,developer,3,2,0,0,0,0,0,0,181,181,0
6005,DAVETI HOME BROKERS,2910,Panorama (Thessaloniki - Suburbs),Brand Plus Quota,Brand Plus,70,70,695.23,no,Sofi Tosouni,Ioanna Sampani,96,486,agent,57,5,0,0,0,1,1,1,445,445,1
6009,PROPERTYPLUS REAL ESTATE,2115,Neo Psychiko (Athens - North),Expert Quota,Expert,50,50,991.45,no,Eirini Tsigonia,Ioanna Sampani,0,2079,agent,29,10,1,0,4,2,0,0,3759,993,0
6011,Μεσιτικό Γραφείο Αγγέλου,499115,Center of Thessaloniki (Thessaloniki - Municipality),Expert Quota,Expert,120,120,1470.23,no,Foteini Koutsogianni,Thodoris Mistiloglou,2594,2997,agent,103,33,1,0,4,5,1,0,2242,1342,9
6020,ΛΙΘΟΣ-ΚΕΡΑΜΟΣ ΣΥΜΒΟΥΛΟΙ ΑΚΙΝΗΤΩΝ,499124,Voulgari - Ntepo - Martiou (Thessaloniki - Municipality),Brand Quota,Brand,30,30,329.84,no,Manos Daskalakis,Ioanna Sampani,548,216,agent,19,6,0,0,0,0,0,0,431,330,2
6022,ALPHA REAL ESTATE,3018,Michaniona (Thessaloniki - Suburbs),Brand Quota,Brand,30,30,313.18,no,Nikos Michail,Vassia Roga,1228,139,agent,23,4,0,0,0,1,1,0,409,303,4
6024,Investment Care,2122,Chalandri (Athens - North),Brand Quota,Brand,100,100,558.47,no,Alexandros Zanias,Giorgos Koutsobinas,709,221,agent,98,15,0,0,0,6,5,0,501,501,5
6029,ISTOS PROPERTIES - ISTOS ΑΚΙΝΗΤΑ,499115,Center of Thessaloniki (Thessaloniki - Municipality),Expert Quota,Expert,30,30,759.0,no,Alexandros Zanias,Ioanna Katsou,1497,2206,agent,25,11,1,0,2,1,0,0,1603,743,3
6031,KAMPER SERVICES,499112,Center - Port (Piraeus),Brand Plus Quota,Brand Plus,100,100,855.0,no,Manos Daskalakis,Anastasia Kyprioti,1335,1006,agent,56,39,0,0,0,1,0,0,829,543,9
6045,EPAVLIS ΚΤΗΜΑΤΟΜΕΣΙΤΕΣ,2202,Argyroupoli (Athens - South),Expert Quota,Expert,300,300,1942.5,no,Alexandros Zanias,Vassia Roga,6156,6818,agent,299,105,1,0,26,16,7,0,10954,1709,29
6055,ΕΥΡΟΔΟΜΗ-ΙΩΑΚΕΙΜΙΔΗΣ ΚΑΤΑΣΚΕΥΑΣΤΙΚΗ,499124,Voulgari - Ntepo - Martiou (Thessaloniki - Municipality),Developer Quota,Brand,4,0,429.84,no,Eirini Tsigonia,Seirina Gkikodima,170,355,developer,4,3,0,0,0,0,0,0,430,430,2
6063,Ρέστα Μαργαρίτα,2015,Ilisia (Athens),Brand Quota,Brand,30,30,330.0,no,Lambrini Xarchakou,Ioanna Sampani,219,413,agent,23,12,0,0,0,1,0,0,328,328,2
6069,ΛΑΛΛΟΥ ΦΙΛΟΜΕΝΗ,2823,Charilaou (Thessaloniki - Municipality),Brand Quota,Brand,30,30,329.19,no,Christos Koulikis,Filitsa Skoura,527,331,agent,7,6,0,0,0,0,0,0,575,330,1
6078,ΟΙΚΟΔΟΜΗΣΗ ΚΑΤΑΣΚΕΥΑΣΤΙΚΗ,4024,Poligiros (Chalkidiki),Developer Quota,Brand,4,0,200.0,no,Eirini Tsigonia,Stellina Sakkali,370,148,developer,6,2,0,0,0,1,0,0,200,200,5
6083,ThesSpiti,499115,Center of Thessaloniki (Thessaloniki - Municipality),Expert,Expert,100,100,1000.0,no,Sofi Tosouni,Giorgos Koutsobinas,1737,2710,agent,40,15,1,0,4,1,1,0,2878,1000,3
6087,ΑΚΙΝΗΤΑ ΣΤΗΝ ΚΡΗΤΗ ΜΑΡΊΑ ΑΓΓΕΛΆΚΗ ΠΕΤΡΆ,3749,Ierapetra (Lasithi Prefecture),Brand Plus Quota,Brand Plus,150,150,1068.0,no,Foteini Koutsogianni,Seirina Gkikodima,465,1896,agent,150,15,0,0,0,6,4,1,1570,1003,4
6091,ΠΑΜΕ ΣΠΙΤΙ,499118,Xirokrini - Panagia Faneromeni (Thessaloniki - Municipality),Brand Quota,Brand,500,500,796.77,no,Nikos Kapiniaris,Filitsa Skoura,1477,775,agent,412,53,0,0,0,18,15,2,1479,776,5
6092,THESIS REAL ESTATE,2099,Kentro (Athens),Brand Plus Quota,Brand Plus,850,850,2374.2,no,Christos Koulikis,Ioanna Sampani,3655,10499,agent,744,179,0,0,0,40,20,3,3721,2116,7
6100,Αρχιτεκτονικό Γραφείο,3489,Heraclion Cretes (Heraklion Prefecture),Developer Quota,Brand,2,0,100.0,no,Alexandros Zanias,Giorgos Koutsobinas,21,71,developer,1,1,0,0,0,0,0,0,33,33,1
6101,akmongroup,2122,Chalandri (Athens - North),Developer Quota,Brand,2,0,100.0,no,Sofi Tosouni,Filitsa Skoura,310,371,developer,4,2,0,0,0,0,0,0,100,100,4
6105,Μπαμπατζίκου Αλεξία Κτηματομεσιτείες,3549,Kavala (Kavala Prefecture),Expert Quota,Expert,400,600,1628.58,no,Marilena Gkikopoulou,Ioanna Katsou,1242,462,agent,370,10,1,0,3,6,4,2,3951,1623,5
6117,ΠΑΠΑΘΑΝΑΣΙΟΥ ΣΑΒΒΑΣ,2607,Koridallos (Piraeus suburbs),Developer Quota,Brand,2,0,83.06,no,Maria Retsina,Ioanna Sampani,0,106,developer,2,2,0,0,0,0,0,0,104,104,0
6120,ΑΝΑΓΝΩΣΤΙΔΗΣ Τ. &amp; Δ.,2905,Thermaikos (Thessaloniki - Suburbs),Expert Quota,Expert,60,60,999.42,no,Lambrini Xarchakou,Giorgos Koutsobinas,79,840,agent,57,7,1,0,6,3,1,1,2310,1016,1
6123,Μεσιτικό Κατσάνου,3898,Komotini (Rodopi Prefecture),Brand Quota,Brand,30,30,330.0,no,Marilena Gkikopoulou,Seirina Gkikodima,32,46,agent,23,3,0,0,0,1,1,0,329,329,1
6128,ΠΑΖΑΡΤΖΗΣ από το 1978,499123,Analipsi - Mpotsari - Nea Paralia (Thessaloniki - Municipality),Brand Plus Quota,Brand Plus,60,60,806.0,no,Vassiliki Stamouli,Stellina Sakkali,1863,3114,agent,55,20,0,0,0,3,1,0,1987,839,4
6130,ΚΤΗΜΑ ΕΠΕΝΔΥΣΗ,499121,Toumpa (Thessaloniki - Municipality),Brand Quota,Brand,300,300,739.16,no,Sofi Tosouni,Vassia Roga,46,631,agent,286,46,0,0,0,8,5,2,978,732,2
6131,ΟΙΚΟΔΟΜΙΚΕΣ ΕΠΙΧΕΙΡΗΣΕΙΣ Β. &amp; Σ. ΜΑΝΑΣΑΚΗ Ο.Ε.,2107,Iraklio (Athens - North),Developer Quota,Brand,4,0,369.35,no,Vassia Roga,Vassia Roga,0,20,developer,4,2,0,0,0,0,0,0,0,0,0
6138,SIGMA ΜΕΣΙΤΙΚΗ ΑΚΙΝΗΤΩΝ,499115,Center of Thessaloniki (Thessaloniki - Municipality),Brand Quota,Brand,30,30,330.65,no,Nikos Michail,Ioanna Sampani,1840,359,agent,22,6,0,0,0,1,1,0,330,330,10
6139,Απόστολος Αυγουστίδης Τεχνική Κατασκευαστική,2201,Alimos (Athens - South),Developer Quota,Brand,1,0,160.48,no,Sofi Tosouni,Seirina Gkikodima,0,202,developer,1,1,0,0,0,0,0,0,101,101,0
6141,dptech,2215,Kalithea (Athens - South),Brand Quota,Brand,30,30,300.0,no,Nikos Kapiniaris,Marios Dounias,412,117,agent,11,5,0,0,0,0,0,0,307,277,2
6151,Thessaloniki Real Estate,499115,Center of Thessaloniki (Thessaloniki - Municipality),Expert Quota,Expert,550,650,2015.0,no,Alexandros Zanias,Konstantinos Koutsoupas,2067,3842,agent,505,65,1,0,8,27,14,3,4355,2028,3
6152,ΜΑΡΙΑ ΣΕΛΙΩΤΗ,2099,Kentro (Athens),Brand Quota,Brand,30,30,330.0,no,Sofi Tosouni,Vassia Roga,3212,457,agent,17,13,0,0,0,0,0,0,260,260,14
6156,ΜΕΣΙΤΙΚΟ ΓΡΑΦΕΙΟ ΖΩΓΡΑΦΟΥ,3898,Komotini (Rodopi Prefecture),Expert Quota,Expert,100,100,1071.19,no,Christos Koulikis,Ioanna Sampani,35,177,agent,54,4,1,0,4,1,1,1,1458,1055,1
6165,"ΕΛΛΗΝΙΚΗ ΕΤΑΙΡΕΙΑ ΚΤΗΜΑΤΩΝ, ΤΟΥΡΙΣΜΟΥ &amp; ΑΝΑΠΤΥ",6006,Gizi - Pedion Areos (Athens),Developer Quota,Brand,1,0,110.0,no,Ioanna Sampani,Ioanna Sampani,5,1,developer,1,1,0,0,0,0,0,0,21,21,1
6173,international property management,2205,Voula (Athens - South),Brand Plus,Brand Plus,30,30,0.0,yes,Thodoris Mistiloglou,Thodoris Mistiloglou,188,0,agent,0,0,0,0,0,0,0,0,0,0,7
6177,ΣΠΙΤΙ ΜΟΥ ΣΠΙΤΑΚΙ ΜΟΥ,3010,Echedoros (Thessaloniki - Suburbs),Brand Quota,Brand,30,30,297.0,no,Nikos Kapiniaris,Anastasia Kyprioti,94,274,agent,28,9,0,0,0,1,1,0,426,301,1
6196,ΟΙΚΟΡΑΜΑ,499121,Toumpa (Thessaloniki - Municipality),Brand Plus Quota,Brand Plus,50,50,686.0,no,Sofi Tosouni,Ioanna Katsou,1343,1409,agent,17,8,0,0,0,1,0,0,908,575,3
6197,ΕΛΛΗΝΙΚΗ ΑΓΟΡΑ ΑΚΙΝΗΤΩΝ,2402,Gerakas (Athens - East),Expert Quota,Expert,350,350,2039.22,no,Foteini Koutsogianni,Anastasia Kyprioti,2679,2635,agent,334,29,1,0,6,8,6,4,3279,1848,5
6204,ΜΕΣΙΤΙΚΟ ΦΙΛΩΝ,2904,Evosmos (Thessaloniki - Suburbs),Expert Quota,Expert,30,30,825.0,no,Theodosis Tsiavos,Seirina Gkikodima,709,1949,agent,22,11,1,0,7,1,0,0,1160,771,1
6205,City 1,2099,Kentro (Athens),Expert Quota,Expert,450,450,2080.0,no,Sofi Tosouni,Ioanna Sampani,2303,6758,agent,437,82,1,0,1,15,5,1,2624,1736,0
6215,ΑΚΙΝΗΤΑ HELLAS Real Estate Agency,2215,Kalithea (Athens - South),Expert Quota,Expert,250,250,1835.0,no,Vassiliki Stamouli,Filitsa Skoura,3589,6289,agent,206,95,1,0,3,8,1,1,3074,1785,8
6219,AltERA COMPANY REAL ESTATE,3933,Serres (Serres Prefecture),Brand Plus Quota,Brand Plus,350,350,1281.3,no,Alexandros Zanias,Marios Dounias,822,2905,agent,310,74,0,0,0,11,7,3,2881,1261,7
6223,ΑΦΟΙ ΜΟΣΧΟΥ &amp; Α&gt; ΣΠΕΤΣΕΡΗ Ε.Ε.,2208,Glyfada (Athens - South),Expert Quota,Expert,30,30,683.0,no,Nikos Michail,Ioanna Katsou,463,767,agent,15,12,0,0,0,0,0,0,508,508,1
6226,ΕΠΙΛΟΓΕΣ,499124,Voulgari - Ntepo - Martiou (Thessaloniki - Municipality),Brand Quota,Brand,30,30,329.84,no,Lambrini Xarchakou,Stellina Sakkali,1328,206,agent,3,2,0,0,0,0,0,0,313,313,3
6234,ΔΕΛΗΣ ΑΚΙΝΗΤΑ,4010,Itea (Fokida),Brand Quota,Brand,40,40,399.0,no,Alexandros Zanias,Konstantinos Koutsoupas,59,5,agent,40,7,0,0,0,3,1,0,631,359,1
6235,Πανίδης Γιώργος,499115,Center of Thessaloniki (Thessaloniki - Municipality),Brand Quota,Brand,30,30,330.0,no,Stathis Koutmeridis,Vassia Roga,1216,317,agent,4,2,0,0,0,0,0,0,617,312,3
6250,House Market Alexopoulos,2200,Agios Dimitrios (Athens - South),Expert Quota,Expert,50,50,1121.78,no,Nikos Kapiniaris,Filitsa Skoura,2703,2527,agent,46,32,1,0,1,1,0,0,1151,796,7
6253,IESTATE,499115,Center of Thessaloniki (Thessaloniki - Municipality),Brand Quota,Brand,30,30,297.58,no,Sofi Tosouni,Giorgos Koutsobinas,392,79,agent,1,1,0,0,0,0,0,0,252,222,1
6254,Πατρινός – Κιλιμίρης ΑΕΚΤΕ,2015,Ilisia (Athens),Developer Quota,Brand,1,0,50.0,no,Vassiliki Stamouli,Marios Dounias,0,453,developer,1,1,0,0,0,0,0,0,129,129,0
6255,AENAOS REAL ESTATE + DEVELOPMENT,2907,Kalamaria (Thessaloniki - Suburbs),Expert Quota,Expert,150,150,1250.0,no,Nikos Michail,Ioanna Sampani,1878,2967,agent,79,20,1,0,16,4,2,1,3060,1557,3
6257,KΡΕΤΑ ΕΙΕΝTΟΜ,3890,Rethimno (Rethymno Prefecture),Brand Quota,Brand,30,30,330.45,no,Maria Retsina,Giorgos Koutsobinas,65,61,agent,30,10,0,0,0,1,1,0,802,332,1
6262,ΑΝΟΔΟΣ ΓΚΡΟΥΠ Χατζημάρκου Ανθούλα,2202,Argyroupoli (Athens - South),Expert Quota,Expert,500,600,2035.08,no,Manos Daskalakis,Thodoris Mistiloglou,3586,5209,agent,339,74,1,0,5,17,5,3,2319,2040,11
6266,CLASSIC ΤΣΑΚΙΡΗΣ ΛΑΖΑΡΟΣ,2910,Panorama (Thessaloniki - Suburbs),Brand Plus Quota,Brand Plus,60,60,725.0,no,Eirini Tsigonia,Konstantinos Koutsoupas,248,199,agent,60,3,0,0,0,1,1,1,1081,694,2
6268,ΤΡΑΝΤΜΑΡ,2206,Vouliagmeni (Athens - South),Expert Quota,Expert,40,40,997.58,no,Sofi Tosouni,Ioanna Sampani,221,1881,agent,60,10,1,0,5,3,2,0,1679,806,1
6278,KTIΣΙΣ,2906,Thermi (Thessaloniki - Suburbs),Brand Plus Quota,Brand Plus,30,30,561.0,no,Vassiliki Stamouli,Filitsa Skoura,826,990,agent,30,15,0,0,0,1,0,0,863,391,4
6280,&quot;ΘΥΡΗΣ&quot; Real estate ΚΤΗΜΑΤΟΜΕΣΙΤΙΚΕΣ ΥΠΗ,124103,Rhodes (Dodecanese),Brand Quota,Brand,35,35,365.23,no,Foteini Koutsogianni,Stellina Sakkali,931,137,agent,34,3,0,0,0,1,1,1,585,358,3
6281,domus inc. Real Estate,2205,Voula (Athens - South),Brand Plus Quota,Brand Plus,730,750,1991.1,no,Nikos Michail,Seirina Gkikodima,1003,2435,agent,691,41,0,0,0,9,7,5,3339,1920,6
6284,ΔΩΜΑ ΑΕ,3489,Heraclion Cretes (Heraklion Prefecture),Developer Quota,Brand,1,0,109.68,no,Sofi Tosouni,Thodoris Mistiloglou,0,29,developer,1,1,0,0,0,0,0,0,238,238,0
6285,Golden Land Goutos,2205,Voula (Athens - South),Expert Quota,Expert,200,200,1715.0,no,Christos Koulikis,Vassia Roga,311,3288,agent,186,28,1,1,8,6,4,1,15576,1470,3
6287,Sarris Real Estate,499115,Center of Thessaloniki (Thessaloniki - Municipality),Brand,Brand,30,30,296.77,no,Stathis Koutmeridis,Ioanna Katsou,1341,121,agent,2,2,0,0,0,0,0,0,278,278,4
6291,ΛΑΜΨΗ,6008,Historic Center (Athens),Brand Quota,Brand,33,33,354.84,no,Foteini Koutsogianni,Filitsa Skoura,120,1674,agent,28,12,0,0,0,2,0,0,1547,439,1
6302,Inrealty.gr,499115,Center of Thessaloniki (Thessaloniki - Municipality),Brand Quota,Brand,30,30,330.0,no,Eirini Tsigonia,Anastasia Kyprioti,40,421,agent,20,8,0,0,0,1,1,0,330,330,2
6303,Έφη Κουκουζίκα Μεσιτικό Γραφείο,3378,Alexandroupoli (Evros),Expert Quota,Expert,300,300,1554.0,no,Theodosis Tsiavos,Filitsa Skoura,54,165,agent,241,7,1,0,8,2,1,1,4485,1576,1
6305,Ευσταθίου Ζωή,6009,Kolonaki - Lykavittos (Athens - Center),Brand Plus Quota,Brand Plus,30,30,561.29,no,Sofi Tosouni,Anastasia Kyprioti,1817,3055,agent,30,20,0,0,0,0,0,0,624,484,18
6322,Nakas Company,3640,Kozani (Kozani Prefecture),Expert Quota,Expert,50,100,770.37,no,Manos Daskalakis,Ioanna Katsou,1175,230,agent,37,3,1,0,3,1,1,1,971,643,4
6328,ΜΕΣΙΤΕΙΕΣ ΚΑΡΑΝΙΚΟΛΑΣ,3654,Korinthos (Corinthia),Brand Plus,Brand Plus,30,30,0.0,yes,Marios Dounias,Marios Dounias,15,8,agent,11,5,0,0,0,1,0,0,8,8,1
6331,ΚΟΥΛΟΥΡΙΔΗ ΔΕΣΠΟΙΝΑ,2108,Kifissia (Athens - North),Brand Plus Quota,Brand Plus,30,30,528.23,no,Vassiliki Stamouli,Filitsa Skoura,1654,1195,agent,13,5,0,0,0,1,0,0,425,400,3
6336,myNextHome Real Estate,499115,Center of Thessaloniki (Thessaloniki - Municipality),Expert Quota,Expert,100,100,1256.4,no,Eirini Tsigonia,Seirina Gkikodima,673,2881,agent,95,18,1,0,2,2,2,1,3514,1200,1
6339,Averto,3803,Skiathos (Sporades),Brand Quota,Brand Plus,90,90,495.04,no,Alexandros Zanias,Ioanna Sampani,2,4,agent,72,1,0,0,0,1,1,1,609,402,1
6340,Μ. Δ.,2311,Nea Ionia (Athens - West),Developer Quota,Brand,2,0,210.0,no,Manos Daskalakis,Vassia Roga,34,634,developer,1,1,0,0,0,0,0,0,210,210,3
6343,&lt;&lt;ΠΟΛΥΜΗΧΑΝΙΚΗ&gt;&gt; Ι.ΜΠΑΛΑΣΚΑΣ Ι.Κ.Ε.,2907,Kalamaria (Thessaloniki - Suburbs),Developer Quota,Brand,2,0,269.35,no,Lambrini Xarchakou,Filitsa Skoura,305,165,developer,2,1,0,0,0,0,0,0,269,269,3
6346,METROLAND,499112,Center - Port (Piraeus),Brand Plus Quota,Brand Plus,200,200,1166.29,no,Alexandros Zanias,Marios Dounias,6449,7963,agent,200,59,0,0,0,14,6,0,1208,1208,18
6349,ΕΥΓΕΙΟΣ - GOODLAND M.ΕΠΕ,2610,Moschato (Piraeus suburbs),Developer Quota,Brand,51,0,840.0,no,Christos Koulikis,Marios Dounias,126,1045,developer,20,7,0,0,0,1,0,0,724,724,3
6360,ΠΑΝΟΣ Ι. ΖΟΥΓΑΝΕΛΗΣ Α.Ε.,2101,Agia Paraskevi (Athens - North),Developer Quota,Brand,3,0,480.65,no,Nikos Michail,Vassia Roga,0,468,developer,3,3,0,0,0,0,0,0,406,406,0
